task,condition,channel,replicate,converged,boundary,k
2,1,F3,49,True,False,2
2,1,F3,50,True,False,2
2,1,F3,51,True,False,2
2,1,F3,52,True,True,2
2,1,F3,53,True,True,2
2,1,F3,54,True,True,2
2,1,F3,55,True,False,2
2,1,F3,56,True,True,2
2,1,F3,57,True,True,2
2,1,F3,58,True,False,2
2,1,F3,59,True,True,2
2,1,F3,60,True,True,2
2,1,F3,61,True,False,2
2,1,F3,62,True,False,2
2,1,F3,63,True,True,2
2,1,F3,64,True,False,2
2,1,F3,65,True,True,2
2,1,F3,66,True,False,2
2,1,F3,67,True,False,2
2,1,F3,68,True,True,2
2,1,F3,69,True,False,2
2,1,F3,70,True,True,2
2,1,F3,71,True,False,2
2,1,F3,72,True,False,2
2,1,F3,73,True,False,2
2,1,F3,74,True,True,2
2,1,F3,75,True,False,2
2,1,F3,76,True,False,2
2,1,F3,77,True,True,2
2,1,F3,78,True,True,2
2,1,F3,79,True,False,2
2,1,F3,80,True,True,2
2,1,F3,81,True,False,2
2,1,F3,82,True,False,2
2,1,F3,83,True,True,2
2,1,F3,84,True,False,2
2,1,F3,85,True,True,2
2,1,F3,86,True,True,2
2,1,F3,87,True,True,2
2,1,F3,88,True,False,2
2,1,F3,89,True,True,2
2,1,F3,90,True,False,2
2,1,F3,91,True,False,2
2,1,F3,92,True,False,2
2,1,F3,93,True,False,2
2,1,F3,94,True,True,2
2,1,F3,95,True,False,2
2,1,F3,96,True,False,2
2,1,F3,97,True,False,2
2,1,F3,98,True,False,2
2,1,F3,99,True,True,2
2,1,F4,0,True,True,2
2,1,F4,1,True,False,2
2,1,F4,2,True,False,2
2,1,F4,3,True,False,2
2,1,F4,4,True,False,2
2,1,F4,5,True,False,2
2,1,F4,6,True,False,2
2,1,F4,7,True,False,2
2,1,F4,8,True,True,2
2,1,F4,9,True,True,2
2,1,F4,10,True,True,2
2,1,F4,11,True,False,2
2,1,F4,12,True,False,2
2,1,F4,13,True,True,2
2,1,F4,14,True,True,2
2,1,F4,15,True,True,2
2,1,F4,16,True,False,2
2,1,F4,17,True,False,2
2,1,F4,18,True,True,2
2,1,F4,19,True,False,2
2,1,F4,20,True,False,2
2,1,F4,21,True,False,2
2,1,F4,22,True,False,2
2,1,F4,23,True,False,2
2,1,F4,24,True,False,2
2,1,F4,25,True,True,2
2,1,F4,26,True,True,2
2,1,F4,27,True,False,2
2,1,F4,28,True,False,2
2,1,F4,29,True,True,2
2,1,F4,30,True,True,2
2,1,F4,31,True,False,2
2,1,F4,32,True,True,2
2,1,F4,33,True,False,2
2,1,F4,34,True,True,2
2,1,F4,35,True,True,2
2,1,F4,36,True,True,2
2,1,F4,37,True,True,2
2,1,F4,38,True,False,2
2,1,F4,39,True,False,2
2,1,F4,40,True,False,2
2,1,F4,41,True,False,2
2,1,F4,42,True,False,2
2,1,F4,43,True,False,2
2,1,F4,44,True,True,2
2,1,F4,45,True,True,2
2,1,F4,46,True,False,2
2,1,F4,47,True,True,2
2,1,F4,48,True,True,2
2,1,F4,49,True,False,2
2,1,F4,50,True,False,2
2,1,F4,51,True,True,2
2,1,F4,52,True,True,2
2,1,F4,53,True,False,2
2,1,F4,54,True,False,2
2,1,F4,55,True,False,2
2,1,F4,56,True,True,2
2,1,F4,57,True,False,2
2,1,F4,58,True,False,2
2,1,F4,59,True,True,2
2,1,F4,60,True,True,2
2,1,F4,61,True,True,2
2,1,F4,62,True,False,2
2,1,F4,63,True,True,2
2,1,F4,64,True,False,2
2,1,F4,65,True,False,2
2,1,F4,66,True,False,2
2,1,F4,67,True,False,2
2,1,F4,68,True,True,2
2,1,F4,69,True,False,2
2,1,F4,70,True,True,2
2,1,F4,71,True,False,2
2,1,F4,72,True,False,2
2,1,F4,73,True,True,2
2,1,F4,74,True,False,2
2,1,F4,75,True,False,2
2,1,F4,76,True,False,2
2,1,F4,77,True,True,2
2,1,F4,78,True,False,2
2,1,F4,79,True,False,2
2,1,F4,80,True,True,2
2,1,F4,81,True,True,2
2,1,F4,82,True,False,2
2,1,F4,83,True,True,2
2,1,F4,84,True,False,2
2,1,F4,85,True,False,2
2,1,F4,86,True,True,2
2,1,F4,87,True,False,2
2,1,F4,88,True,False,2
2,1,F4,89,True,False,2
2,1,F4,90,True,False,2
2,1,F4,91,True,False,2
2,1,F4,92,True,False,2
2,1,F4,93,True,False,2
2,1,F4,94,True,False,2
2,1,F4,95,True,False,2
2,1,F4,96,True,False,2
2,1,F4,97,True,False,2
2,1,F4,98,True,False,2
2,1,F4,99,True,True,2
