record_id,group,task,trial_id,trial_key,trial_start_idx,trial_end_idx,cue_start_idx,cue_end_idx,cue_sign,state1_start_idx,state1_end_idx,state1_sign,click_idx,click_end_idx,click_sign,response_candidate_idx,cue_time_s,state1_start_time_s,state1_end_time_s,click_time_s,response_candidate_time_s,cue_to_state1_s,state1_duration_s,cue_to_response_candidate_s,target_to_response_candidate_s,cue_state1_same_sign,state1_click_same_sign,hypothesis_id,evidence_source,event_sequence,event_conflict,correctness,scenario_correctness_H2,missing_response,quality_flag,Fz_epoch_available,Fz_p2p,Fz_rms,Fz_clip_fraction,F3_epoch_available,F3_p2p,F3_rms,F3_clip_fraction,F4_epoch_available,F4_p2p,F4_rms,F4_clip_fraction,split_role,cv_fold,row_id
A_Task-1,A,1,1,A_Task-1_trial-001,5162,7538,5162,5214,-1,5758,6256,-1,,,,6256,20.1640625,22.4921875,24.4375,,24.4375,2.328125,1.9453125,4.2734375,1.9453125,True,,H1,MAT_state_transition+problem_timeline,-1,,,,,pending_signal_quality,True,63.874265700000002,68.491791500000005,0,True,111.48241400000001,143.13387499999999,0,True,169.71084200000001,352.50982199999999,0,development,0,0
A_Task-1,A,1,2,A_Task-1_trial-002,7538,9690,7538,7590,1,8105,8407,1,,,,8407,29.4453125,31.660156199999999,32.839843799999997,,32.839843799999997,2.21484375,1.1796875,3.39453125,1.1796875,True,,H1,MAT_state_transition+problem_timeline,1,,,,,pending_signal_quality,True,46.936751399999999,48.872745799999997,0,True,82.490272399999981,99.610170800000006,0,True,56.763561500000002,309.97641900000002,0,development,0,1
A_Task-1,A,1,3,A_Task-1_trial-003,9690,11851,9690,9743,-1,10258,10567,-1,,,,10567,37.8515625,40.0703125,41.277343799999997,,41.277343799999997,2.21875,1.20703125,3.42578125,1.20703125,True,,H1,MAT_state_transition+problem_timeline,-1,,,,,pending_signal_quality,True,113.71023099999999,170.070336,0,True,790.41733399999998,418.31839200000002,0,True,743.66369099999986,793.20385699999986,0.36328125,development,0,2
A_Task-1,A,1,4,A_Task-1_trial-004,11851,14055,11851,11903,-1,12418,12771,-1,,,,12771,46.292968799999997,48.5078125,49.886718799999997,,49.886718799999997,2.21484375,1.37890625,3.59375,1.37890625,True,,H1,MAT_state_transition+problem_timeline,-1,,,,,pending_signal_quality,True,48.279545300000002,56.902664999999999,0,True,207.888914,114.426799,0,True,189.425498,976.62891300000001,0.6796875,development,0,3
A_Task-1,A,1,5,A_Task-1_trial-005,14055,16216,14055,14107,1,14623,14932,1,,,,14932,54.902343799999997,57.121093799999997,58.328125,,58.328125,2.21875,1.20703125,3.42578125,1.20703125,True,,H1,MAT_state_transition+problem_timeline,1,,,,,pending_signal_quality,True,49.8054475,31.7967248,0,True,166.353857,102.57727800000001,0,True,192.56885600000001,207.28686400000001,0,development,0,4
A_Task-1,A,1,6,A_Task-1_trial-006,16216,18368,16216,16268,-1,16783,17086,-1,,,,17086,63.34375,65.558593799999997,66.7421875,,66.7421875,2.21484375,1.18359375,3.3984375,1.18359375,True,,H1,MAT_state_transition+problem_timeline,-1,,,,,pending_signal_quality,True,40.985732800000001,20.108502600000001,0,True,65.674830200000002,198.22492099999999,0,True,96.742198799999997,350.479916,0,development,0,5
A_Task-1,A,1,7,A_Task-1_trial-007,18368,20589,18368,18420,-1,18936,19306,-1,,,,19306,71.75,73.96875,75.4140625,,75.4140625,2.21875,1.4453125,3.6640625,1.4453125,True,,H1,MAT_state_transition+problem_timeline,-1,,,,,pending_signal_quality,True,66.071564800000004,39.745195600000002,0,True,70.0389105,17.097485299999999,0,True,216.25085799999999,243.52532299999999,0,development,0,6
A_Task-1,A,1,8,A_Task-1_trial-008,20589,22705,20589,20641,-1,21156,21421,-1,,,,21421,80.425781200000003,82.640625,83.675781200000003,,83.675781200000003,2.21484375,1.03515625,3.25,1.03515625,True,,H1,MAT_state_transition+problem_timeline,-1,,,,,pending_signal_quality,True,61.554894300000001,70.121236400000001,0,True,315.03776599999998,177.03911299999999,0,True,358.31235199999998,129.33863199999999,0,development,0,7
A_Task-1,A,1,9,A_Task-1_trial-009,22705,24854,22705,22757,1,23272,23572,1,,,,23572,88.691406200000003,90.90625,92.078125,,92.078125,2.21484375,1.171875,3.38671875,1.171875,True,,H1,MAT_state_transition+problem_timeline,1,,,,,pending_signal_quality,True,45.0446326,17.166672599999998,0,True,231.50988000000001,229.100371,0,True,88.593881100000004,37.250441700000003,0,development,0,8
A_Task-1,A,1,10,A_Task-1_trial-010,24854,27102,24854,24906,1,25421,25817,1,,,,25817,97.0859375,99.300781200000003,100.847656,,100.847656,2.21484375,1.546875,3.76171875,1.546875,True,,H1,MAT_state_transition+problem_timeline,1,,,,,pending_signal_quality,True,52.155336800000001,37.495575600000002,0,True,62.470435600000002,56.104172900000002,0,True,68.665598500000002,100.78916700000001,0,development,0,9
A_Task-1,A,1,11,A_Task-1_trial-011,27102,29254,27102,27154,1,27669,27970,1,,,,27970,105.867188,108.082031,109.257812,,109.257812,2.21484375,1.17578125,3.390625,1.17578125,True,,H1,MAT_state_transition+problem_timeline,1,,,,,pending_signal_quality,True,50.507362499999999,11.9772248,0,True,102.571145,169.430938,0,True,168.21545699999999,93.319851400000005,0,development,0,10
A_Task-1,A,1,12,A_Task-1_trial-012,29254,31379,29254,29307,1,29822,30096,1,,,,30096,114.273438,116.492188,117.5625,,117.5625,2.21875,1.0703125,3.2890625,1.0703125,True,,H1,MAT_state_transition+problem_timeline,1,,,,,pending_signal_quality,True,47.760738500000002,41.603086500000003,0,True,159.36522500000001,37.153653599999998,0,True,131.71587700000001,93.748187099999996,0,development,0,11
A_Task-1,A,1,13,A_Task-1_trial-013,31379,33520,31379,31431,-1,31946,32238,-1,,,,32238,122.574219,124.789062,125.929688,,125.929688,2.21484375,1.140625,3.35546875,1.140625,True,,H1,MAT_state_transition+problem_timeline,-1,,,,,pending_signal_quality,True,47.821774599999998,33.684601100000002,0,True,52.857251900000001,43.980310199999998,0,True,54.352635999999997,18.503216699999999,0,development,0,12
A_Task-1,A,1,14,A_Task-1_trial-014,33520,35676,33520,33572,-1,34087,34391,-1,,,,34391,130.9375,133.152344,134.339844,,134.339844,2.21484375,1.1875,3.40234375,1.1875,True,,H1,MAT_state_transition+problem_timeline,-1,,,,,pending_signal_quality,True,55.756466000000003,10.329060999999999,0,True,99.671931000000001,164.52349000000001,0,True,264.316777,257.81343500000003,0,development,0,13
A_Task-1,A,1,15,A_Task-1_trial-015,35676,37789,35676,35728,1,36243,36507,1,,,,36507,139.359375,141.574219,142.605469,,142.605469,2.21484375,1.03125,3.24609375,1.03125,True,,H1,MAT_state_transition+problem_timeline,1,,,,,pending_signal_quality,True,60.028992100000004,23.309549799999999,0,True,623.60570700000005,384.54722400000003,0,True,857.618067,681.84306500000002,0.09375,development,0,14
A_Task-1,A,1,16,A_Task-1_trial-016,37789,39897,37789,37841,-1,38356,38614,-1,,,,38614,147.613281,149.828125,150.835938,,150.835938,2.21484375,1.0078125,3.22265625,1.0078125,True,,H1,MAT_state_transition+problem_timeline,-1,,,,,pending_signal_quality,True,49.683375300000002,20.024170699999999,0,True,106.08072,255.30656400000001,0,True,108.03387499999999,325.65998300000001,0,development,0,15
A_Task-1,A,1,17,A_Task-1_trial-017,39897,42110,39897,39949,1,40465,40824,1,,,,40824,155.847656,158.066406,159.46875,,159.46875,2.21875,1.40234375,3.62109375,1.40234375,True,,H1,MAT_state_transition+problem_timeline,1,,,,,pending_signal_quality,True,57.373922299999997,17.7177243,0,True,72.480354000000005,128.433752,0,True,85.32845039999998,201.83216100000001,0,development,0,16
A_Task-1,A,1,18,A_Task-1_trial-018,42110,44282,42110,42162,-1,42677,42997,-1,,,,42997,164.492188,166.707031,167.957031,,167.957031,2.21484375,1.25,3.46484375,1.25,True,,H1,MAT_state_transition+problem_timeline,-1,,,,,pending_signal_quality,True,75.867856900000007,36.964930899999999,0,True,60.4562448,12.287868,0,True,68.360418100000004,15.4151484,0,development,0,17
A_Task-1,A,1,19,A_Task-1_trial-019,44282,46443,44282,44334,-1,44849,45160,-1,,,,45160,172.976562,175.191406,176.40625,,176.40625,2.21484375,1.21484375,3.4296875,1.21484375,True,,H1,MAT_state_transition+problem_timeline,-1,,,,,pending_signal_quality,True,64.606698699999995,33.6713819,0,True,82.032501699999983,53.749833299999999,0,True,64.5456626,54.1903401,0,development,0,18
A_Task-1,A,1,20,A_Task-1_trial-020,46443,48579,46443,46495,1,47010,47295,1,,,,47295,181.417969,183.632812,184.746094,,184.746094,2.21484375,1.11328125,3.328125,1.11328125,True,,H1,MAT_state_transition+problem_timeline,1,,,,,pending_signal_quality,True,99.610894900000005,61.800172000000003,0,True,93.293659899999994,280.52121799999998,0,True,82.551308500000005,419.45662800000002,0,development,0,19
A_Task-1,A,1,21,A_Task-1_trial-021,48579,50676,48579,48631,-1,49147,49392,-1,,,,49392,189.761719,191.980469,192.9375,,192.9375,2.21875,0.95703125,3.17578125,0.95703125,True,,H1,MAT_state_transition+problem_timeline,-1,,,,,pending_signal_quality,True,51.728084199999998,20.8372013,0,True,54.261081900000001,130.29333800000001,0,True,108.064393,165.72502,0,development,1,20
A_Task-1,A,1,22,A_Task-1_trial-022,50676,52856,50676,50728,-1,51243,51571,-1,,,,51571,197.953125,200.167969,201.449219,,201.449219,2.21484375,1.28125,3.49609375,1.28125,True,,H1,MAT_state_transition+problem_timeline,-1,,,,,pending_signal_quality,True,89.112687899999983,31.782680200000001,0,True,846.41794500000003,287.42123600000002,0,True,1185.38186,391.57761599999998,0,development,1,21
A_Task-1,A,1,23,A_Task-1_trial-023,52856,55001,52856,52908,1,53423,53716,1,,,,53716,206.46875,208.683594,209.828125,,209.828125,2.21484375,1.14453125,3.359375,1.14453125,True,,H1,MAT_state_transition+problem_timeline,1,,,,,pending_signal_quality,True,65.2475776,27.647264799999999,0,True,548.958572,160.58542499999999,0,True,710.09384299999999,213.46893800000001,0,development,1,22
A_Task-1,A,1,24,A_Task-1_trial-024,55001,57133,55001,55053,-1,55568,55850,-1,,,,55850,214.847656,217.0625,218.164062,,218.164062,2.21484375,1.1015625,3.31640625,1.1015625,True,,H1,MAT_state_transition+problem_timeline,-1,,,,,pending_signal_quality,True,41.535057600000002,14.6845213,0,True,49.897001600000003,250.154404,0,True,62.561989799999999,250.02775399999999,0,development,1,23
A_Task-1,A,1,25,A_Task-1_trial-025,57133,59314,57133,57185,-1,57700,58029,-1,,,,58029,223.175781,225.390625,226.675781,,226.675781,2.21484375,1.28515625,3.5,1.28515625,True,,H1,MAT_state_transition+problem_timeline,-1,,,,,pending_signal_quality,True,51.728084199999998,13.031450100000001,0,True,71.717402899999996,163.305116,0,True,66.315709200000001,255.54932500000001,0,development,1,24
A_Task-1,A,1,26,A_Task-1_trial-026,59314,61410,59314,59366,1,59881,60125,1,,,,60125,231.695312,233.910156,234.863281,,234.863281,2.21484375,0.953125,3.16796875,0.953125,True,,H1,MAT_state_transition+problem_timeline,1,,,,,pending_signal_quality,True,47.302967899999999,19.717271,0,True,91.493095299999993,33.700304099999997,0,True,434.607462,196.75254100000001,0,development,1,25
A_Task-1,A,1,27,A_Task-1_trial-027,61410,63575,61410,61462,1,61978,62292,1,,,,62292,239.882812,242.101562,243.328125,,243.328125,2.21875,1.2265625,3.4453125,1.2265625,True,,H1,MAT_state_transition+problem_timeline,1,,,,,pending_signal_quality,True,105.77554000000001,120.865886,0,True,810.162509,713.14145199999996,0.19921875,True,868.54352600000004,721.28033200000004,0.27734375,development,1,26
A_Task-1,A,1,28,A_Task-1_trial-028,63575,65663,63575,63627,-1,64142,64381,-1,,,,64381,248.339844,250.554688,251.488281,,251.488281,2.21484375,0.93359375,3.1484375,0.93359375,True,,H1,MAT_state_transition+problem_timeline,-1,,,,,pending_signal_quality,True,65.827420500000002,39.963458699999997,0,True,540.04730300000006,241.335206,0,True,612.10040400000003,267.357663,0,development,1,27
A_Task-1,A,1,29,A_Task-1_trial-029,65663,67860,65663,65715,-1,66231,66575,-1,,,,66575,256.49609400000003,258.71484400000003,260.05859400000003,,260.05859400000003,2.21875,1.34375,3.5625,1.34375,True,,H1,MAT_state_transition+problem_timeline,-1,,,,,pending_signal_quality,True,57.740138899999998,19.996775199999998,0,True,254.276341,172.38563300000001,0,True,532.814527,178.16168400000001,0,development,1,28
